"name"	"taxRank"	"taxID"	"Max"	"X5089.b.cladeReads"	"X5090.b.cladeReads"	"X5091.b.cladeReads"	"X5092.b.cladeReads"	"X5093.b.cladeReads"	"X5094.b.cladeReads"	"X5101.b.cladeReads"	"X5102.b.cladeReads"	"X5103.b.cladeReads"	"X5104.b.cladeReads"	"X5105.b.cladeReads"	"X5106.k.cladeReads"	"Max.1"	"X5089.b.cladeReads.."	"X5090.b.cladeReads.."	"X5091.b.cladeReads.."	"X5092.b.cladeReads.."	"X5093.b.cladeReads.."	"X5094.b.cladeReads.."	"X5101.b.cladeReads.."	"X5102.b.cladeReads.."	"X5103.b.cladeReads.."	"X5104.b.cladeReads.."	"X5105.b.cladeReads.."	"X5106.k.cladeReads.."	"Max.2"	"X5089.b.cladeReads.rank"	"X5090.b.cladeReads.rank"	"X5091.b.cladeReads.rank"	"X5092.b.cladeReads.rank"	"X5093.b.cladeReads.rank"	"X5094.b.cladeReads.rank"	"X5101.b.cladeReads.rank"	"X5102.b.cladeReads.rank"	"X5103.b.cladeReads.rank"	"X5104.b.cladeReads.rank"	"X5105.b.cladeReads.rank"	"X5106.k.cladeReads.rank"	"Max.3"	"X5089.b.cladeReads.z.score"	"X5090.b.cladeReads.z.score"	"X5091.b.cladeReads.z.score"	"X5092.b.cladeReads.z.score"	"X5093.b.cladeReads.z.score"	"X5094.b.cladeReads.z.score"	"X5101.b.cladeReads.z.score"	"X5102.b.cladeReads.z.score"	"X5103.b.cladeReads.z.score"	"X5104.b.cladeReads.z.score"	"X5105.b.cladeReads.z.score"	"X5106.k.cladeReads.z.score"	"Max.4"	"X5089.b.cladeReads...z.score"	"X5090.b.cladeReads...z.score"	"X5091.b.cladeReads...z.score"	"X5092.b.cladeReads...z.score"	"X5093.b.cladeReads...z.score"	"X5094.b.cladeReads...z.score"	"X5101.b.cladeReads...z.score"	"X5102.b.cladeReads...z.score"	"X5103.b.cladeReads...z.score"	"X5104.b.cladeReads...z.score"	"X5105.b.cladeReads...z.score"	"X5106.k.cladeReads...z.score"	"lineage"
"Streptomyces sp. NBC_01244"	"S"	2903797	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2.727e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.727e-05	1899.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1899.5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.02727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02727	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01334"	"S"	2903827	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2.727e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.727e-05	1899.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1899.5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.02727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02727	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01803"	"S"	2975946	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2.727e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.727e-05	1899.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1899.5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.02727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02727	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. CA-256286"	"S"	2801033	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01104"	"S"	2903750	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. CA-146814"	"S"	3240053	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00209"	"S"	2975682	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. JL2001"	"S"	3342488	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01478"	"S"	2903882	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. AHU1"	"S"	3377215	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00986"	"S"	2903702	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. CG1"	"S"	1287523	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. 184"	"S"	1827526	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. CA-210063"	"S"	2801029	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. AM 2-1-1"	"S"	3028709	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00582"	"S"	2975783	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01178"	"S"	2903762	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. WZ-12"	"S"	3030210	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00557"	"S"	2975776	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00523"	"S"	2975765	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NA04227"	"S"	2742136	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01280"	"S"	2903810	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01261"	"S"	2903802	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. Pv4-95"	"S"	3049543	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00454"	"S"	2975747	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. HUAS TT11"	"S"	3447508	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01498"	"S"	2975870	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00250"	"S"	2903641	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01497"	"S"	2903885	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00259"	"S"	2903643	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. SJL17-4"	"S"	2967224	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_00576"	"S"	2903665	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces genisteinicus"	"S"	2768068	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	0.0003545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003545	457.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	457.5	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	0.3545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3545	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces seoulensis"	"S"	73044	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	8.181e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.181e-05	956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	956	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0.08181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08181	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces albidocamelliae"	"S"	2981135	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5.454e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.454e-05	1211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1211	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.05454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05454	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces griseofuscus"	"S"	146922	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	5.454e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.454e-05	1211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1211	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.05454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05454	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces scabiei"	"S"	1930	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4.091e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.091e-05	1465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1465	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.04091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04091	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces pluripotens"	"S"	1355015	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4.091e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.091e-05	1465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1465	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.04091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04091	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces fradiae"	"S"	1906	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2.727e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.727e-05	1899.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1899.5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0.02727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02727	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces cyaneofuscatus"	"S"	66883	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;griseus&nbsp;group"
"Streptomyces malaysiensis"	"S"	92644	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.364e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.364e-05	2935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2935	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.01364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01364	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;violaceusniger&nbsp;group"
